0000046;1;1;Best Actress in a Leading Role;A Streetcar Named Desire
0000046;1;1;Best Actress in a Leading Role;Gone with the Wind


0000014;1;1;Best Actress in a Leading Role;The Heiress
0000014;1;0;Best Actress in a Leading Role;The Snake Pit
0000014;1;1;Best Actress in a Leading Role;To Each His Own
0000014;1;0;Best Actress in a Leading Role;Hold Back the Dawn
0000014;1;0;Best Actress in a Supporting Role;Gone with the Wind

0000012;1;0;Best Actress in a Leading Role;What Ever Happened to Baby Jane?
0000012;1;0;Best Actress in a Leading Role;The Star
0000012;1;0;Best Actress in a Leading Role;All About Eve
0000012;1;0;Best Actress in a Leading Role;Mr. Skeffington
0000012;1;0;Best Actress in a Leading Role;Now, Voyager
0000012;1;0;Best Actress in a Leading Role;The Little Foxes
0000012;1;0;Best Actress in a Leading Role;The Letter
0000012;1;0;Best Actress in a Leading Role;Dark Victory
0000012;1;1;Best Actress in a Leading Role;Jezebel
0000012;1;1;Best Actress in a Leading Role;Dangerous
0000012;1;0;Best Actress in a Leading Role;Of Human Bondage

0001257;1;0;Best Actress in a Leading Role;Mogambo

0001805;1;0;Best Actress in a Leading Role;Peyton Place

0000031;1;1;Best Actress in a Leading Role;On Golden Pond
0000031;1;1;Best Actress in a Leading Role;The Lion in Winter
0000031;1;1;Best Actress in a Leading Role;Guess Who's Coming to Dinner
0000031;1;0;Best Actress in a Leading Role;Long Day's Journey Into Night
0000031;1;0;Best Actress in a Leading Role;Suddenly, Last Summer
0000031;1;0;Best Actress in a Leading Role;The Rainmaker
0000031;1;0;Best Actress in a Leading Role;Summertime
0000031;1;0;Best Actress in a Leading Role;The African Queen
0000031;1;0;Best Actress in a Leading Role;Woman of the Year
0000031;1;0;Best Actress in a Leading Role;The Philadelphia Story
0000031;1;0;Best Actress in a Leading Role;Alice Adams
0000031;1;1;Best Actress in a Leading Role;Morning Glory

0000006;1;0;Best Actress in a Leading Role;Höstsonaten
0000006;1;1;Best Actress in a Supporting Role;Murder on the Orient Express
0000006;1;1;Best Actress in a Leading Role;Anastasia
0000006;1;0;Best Actress in a Leading Role;Joan of Arc
0000006;1;0;Best Actress in a Leading Role;The Bells of St. Mary's
0000006;1;1;Best Actress in a Leading Role;Gaslight
0000006;1;0;Best Actress in a Leading Role;For Whom the Bell Tolls

0001076;1;0;Best Actress in a Leading Role;Sudden Fear
0001076;1;0;Best Actress in a Leading Role;Possessed
0001076;1;1;Best Actress in a Leading Role;Mildred Pierce

0000013;1;0;Best Actress in a Leading Role;Pillow Talk

0000267;1;0;Best Actress in a Leading Role;Victor Victoria
0000267;1;0;Best Actress in a Leading Role;The Sound of Music
0000267;1;1;Best Actress in a Leading Role;Mary Poppins

0428354;1;0;Best Actress in a Leading Role;Love Is a Many-Splendored Thing
0428354;1;0;Best Actress in a Leading Role;Duel in the Sun
0428354;1;0;Best Actress in a Leading Role;Love Letters
0428354;1;0;Best Actress in a Supporting Role;Since You Went Away
0428354;1;1;Best Actress in a Leading Role;The Song of Bernadette

0000074;1;0;Best Actress in a Leading Role;Leave Her to Heaven


0000017;1;0;Best Actress in a Leading Role;Morocco





0001479;1;0;Best Actress in a Leading Role;My Man Godfrey

0001055;1;0;Best Actress in a Leading Role;Since You Went Away
0001055;1;0;Best Actress in a Leading Role;Private Worlds
0001055;1;1;Best Actress in a Leading Role;It Happened One Night


0000879;1;0;Best Actress in a Leading Role;All About Eve
0000879;1;1;Best Actress in a Supporting Role;The Razor's Edge

0000038;1;1;Best Actress in a Leading Role;The Country Girl
0000038;1;0;Best Actress in a Supporting Role;Mogambo

0000795;1;0;Best Actress in a Leading Role;The More the Merrier

0002050;1;0;Best Actress in a Leading Role;I Remember Mama
0002050;1;0;Best Actress in a Leading Role;Love Affair
0002050;1;0;Best Actress in a Leading Role;The Awful Truth
0002050;1;0;Best Actress in a Leading Role;Theodora Goes Wild
0002050;1;0;Best Actress in a Leading Role;Cimarron

0002093;1;0;Best Actress in a Leading Role;Sunrise at Campobello
0002093;1;0;Best Actress in a Leading Role;The Valley of Decision
0002093;1;0;Best Actress in a Leading Role;Mrs. Parkington
0002093;1;0;Best Actress in a Leading Role;Madame Curie
0002093;1;1;Best Actress in a Leading Role;Mrs. Miniver
0002093;1;0;Best Actress in a Leading Role;Blossoms in the Dust
0002093;1;0;Best Actress in a Leading Role;Goodbye, Mr. Chips

0000021;1;0;Best Actress in a Leading Role;The Constant Nymph
0000021;1;1;Best Actress in a Leading Role;Suspicion
0000021;1;0;Best Actress in a Leading Role;Rebecca

0790454;1;0;Best Actress in a Leading Role;Marie Antoinette
0790454;1;0;Best Actress in a Leading Role;Romeo and Juliet
0790454;1;0;Best Actress in a Leading Role;The Barretts of Wimpole Street
0790454;1;0;Best Actress in a Leading Role;A Free Soul
0790454;1;1;Best Actress in a Leading Role;The Divorcee
0790454;1;0;Best Actress in a Leading Role;Their Own Desire

0570192;1;0;Best Actress in a Leading Role;Gentleman's Agreement


0000752;1;0;Best Actress in a Supporting Role;Rebecca

0001046;1;0;Best Performance by an Actress in a Leading Role;Away from Her
0001046;1;0;Best Actress in a Leading Role;Afterglow
0001046;1;0;Best Actress in a Leading Role;McCabe & Mrs. Miller
0001046;1;1;Best Actress in a Leading Role;Darling

0001463;1;0;Best Actress in a Supporting Role;Psycho

0178066;1;0;Best Actress in a Supporting Role;My Fair Lady
0178066;1;0;Best Actress in a Supporting Role;The Song of Bernadette
0178066;1;0;Best Actress in a Supporting Role;Now, Voyager






0000992;1;0;Best Actress in a Supporting Role;Merrily We Live

0841797;1;0;Best Actress in a Leading Role;Sunset Blvd.
0841797;1;0;Best Actress in a Leading Role;The Trespasser
0841797;1;0;Best Actress in a Leading Role;Sadie Thompson

0001677;1;1;Best Actress in a Leading Role;Kitty Foyle

0000802;1;1;Best Actress in a Supporting Role;The Great Lie

0567408;1;1;Best Actress in a Supporting Role;Gone with the Wind

0001666;1;0;Best Actress in a Leading Role;The Unsinkable Molly Brown


0001333;1;1;Best Actress in a Leading Role;I Want to Live!
0001333;1;0;Best Actress in a Leading Role;I'll Cry Tomorrow
0001333;1;0;Best Actress in a Leading Role;With a Song in My Heart
0001333;1;0;Best Actress in a Leading Role;My Foolish Heart
0001333;1;0;Best Actress in a Leading Role;Smash-Up: The Story of a Woman

0000307;1;0;Best Performance by an Actress in a Supporting Role;The King's Speech
0000307;1;0;Best Actress in a Leading Role;The Wings of the Dove

0006471;1;0;Best Actress in a Supporting Role;Witness for the Prosecution
0006471;1;0;Best Actress in a Supporting Role;Come to the Stable

0000843;1;0;Best Actress in a Leading Role;Agnes of God
0000843;1;0;Best Actress in a Leading Role;The Turning Point
0000843;1;0;Best Actress in a Leading Role;The Graduate
0000843;1;0;Best Actress in a Leading Role;The Pumpkin Eater
0000843;1;1;Best Actress in a Leading Role;The Miracle Worker



0001989;1;0;Best Actress in a Leading Role;The L-Shaped Room
0001989;1;0;Best Actress in a Leading Role;Lili


0001225;1;0;Best Actress in a Supporting Role;Executive Suite

0779549;1;0;Best Actress in a Leading Role;Our Town

0001547;1;0;Best Actress in a Supporting Role;Hush...Hush, Sweet Charlotte
0001547;1;0;Best Actress in a Supporting Role;Johnny Belinda
0001547;1;0;Best Actress in a Supporting Role;Mrs. Parkington
0001547;1;0;Best Actress in a Supporting Role;The Magnificent Ambersons

0004266;1;1;Best Performance by an Actress in a Supporting Role;Les Misérables
0004266;1;0;Best Performance by an Actress in a Leading Role;Rachel Getting Married

0001739;1;0;Best Actress in a Leading Role;The Happy Ending
0001739;1;0;Best Actress in a Supporting Role;Hamlet

0707023;1;1;Best Actress in a Leading Role;The Good Earth
0707023;1;1;Best Actress in a Leading Role;The Great Ziegfeld


0182839;1;0;Best Performance by an Actress in a Leading Role;Deux jours, une nuit
0182839;1;1;Best Performance by an Actress in a Leading Role;La môme

0662223;1;0;Best Actress in a Leading Role;Interrupted Melody
0662223;1;0;Best Actress in a Leading Role;Detective Story
0662223;1;0;Best Actress in a Leading Role;Caged


0001955;1;0;Best Actress in a Supporting Role;Mildred Pierce

0942863;1;1;Best Actress in a Supporting Role;Mrs. Miniver
